date,action,ticker,execution_price,market_price,quantity,quantity_signed,cash_balance,position_value,total_value
2023-04-04,SELL,GOLD,1.32,1.32,970043.50,-970043.50,1282384.62,0.00,1282384.62
2023-04-04,BUY,EQMX,105.25,105.25,12184.05,12184.05,0.00,1282371.73,1282371.73
2023-04-11,SELL,EQMX,106.80,106.80,12184.05,-12184.05,1301243.94,0.00,1301243.94
2023-04-11,BUY,OBLG,136.64,136.64,9523.06,9523.06,0.00,1301230.86,1301230.86
2023-04-12,SELL,OBLG,136.50,136.50,9523.06,-9523.06,1299884.57,0.00,1299884.57
2023-04-12,BUY,EQMX,107.45,107.45,12097.45,12097.45,0.00,1299871.51,1299871.51
2023-04-14,SELL,EQMX,108.05,108.05,12097.45,-12097.45,1307116.84,0.00,1307116.84
2023-04-14,BUY,OBLG,136.56,136.56,9571.64,9571.64,0.00,1307103.71,1307103.71
2023-04-19,SELL,OBLG,136.64,136.64,9571.64,-9571.64,1307856.29,0.00,1307856.29
2023-04-19,BUY,EQMX,109.85,109.85,11905.72,11905.72,0.00,1307843.15,1307843.15
2023-04-21,SELL,EQMX,111.55,111.55,11905.72,-11905.72,1328069.52,0.00,1328069.52
2023-04-21,BUY,GOLD,1.34,1.34,990199.95,990199.95,0.00,1328056.18,1328056.18
2023-04-24,SELL,GOLD,1.33,1.33,990199.95,-990199.95,1316952.70,0.00,1316952.70
2023-04-24,BUY,OBLG,137.24,137.24,9595.89,9595.89,0.00,1316939.47,1316939.47
2023-04-25,SELL,OBLG,137.24,137.24,9595.89,-9595.89,1316926.23,0.00,1316926.23
2023-04-25,BUY,EQMX,110.95,110.95,11869.43,11869.43,0.00,1316913.00,1316913.00
2023-05-03,SELL,EQMX,106.90,106.90,11869.43,-11869.43,1268829.06,0.00,1268829.06
2023-05-03,BUY,LQDT,1.23,1.23,1029716.21,1029716.21,0.00,1268816.31,1268816.31
2023-05-04,SELL,LQDT,1.23,1.23,1029716.21,-1029716.21,1269524.35,0.00,1269524.35
2023-05-04,BUY,OBLG,137.42,137.42,9238.19,9238.19,0.00,1269511.60,1269511.60
2023-05-10,SELL,OBLG,137.32,137.32,9238.19,-9238.19,1268575.03,0.00,1268575.03
2023-05-10,BUY,LQDT,1.23,1.23,1028091.64,1028091.64,0.00,1268562.28,1268562.28
2023-05-11,SELL,LQDT,1.23,1.23,1028091.64,-1028091.64,1269269.19,0.00,1269269.19
2023-05-11,BUY,OBLG,137.90,137.90,9204.18,9204.18,0.00,1269256.43,1269256.43
2023-06-15,SELL,OBLG,139.38,139.38,9204.18,-9204.18,1282865.72,0.00,1282865.72
2023-06-15,BUY,EQMX,122.80,122.80,10446.68,10446.68,0.00,1282852.83,1282852.83
2023-06-22,SELL,EQMX,121.65,121.65,10446.68,-10446.68,1270826.37,0.00,1270826.37
2023-06-22,BUY,OBLG,139.74,139.74,9094.13,9094.13,0.00,1270813.60,1270813.60
2023-06-29,SELL,OBLG,139.58,139.58,9094.13,-9094.13,1269345.78,0.00,1269345.78
2023-06-29,BUY,GOLD,1.36,1.36,930255.06,930255.06,0.00,1269333.03,1269333.03
2023-07-06,SELL,GOLD,1.44,1.44,930255.06,-930255.06,1338158.45,0.00,1338158.45
2023-07-06,BUY,EQMX,123.05,123.05,10874.81,10874.81,0.00,1338145.00,1338145.00
2023-07-13,SELL,EQMX,126.40,126.40,10874.81,-10874.81,1374561.79,0.00,1374561.79
2023-07-13,BUY,GOLD,1.45,1.45,950586.43,950586.43,0.00,1374547.98,1374547.98
2023-07-17,SELL,GOLD,1.46,1.46,950586.43,-950586.43,1387842.24,0.00,1387842.24
2023-07-17,BUY,EQMX,127.80,127.80,10859.38,10859.38,0.00,1387828.29,1387828.29
2023-07-18,SELL,EQMX,129.55,129.55,10859.38,-10859.38,1406818.06,0.00,1406818.06
2023-07-18,BUY,GOLD,1.48,1.48,949260.41,949260.41,0.00,1406803.92,1406803.92
2023-07-27,SELL,GOLD,1.47,1.47,949260.41,-949260.41,1392076.40,0.00,1392076.40
2023-07-27,BUY,EQMX,130.75,130.75,10646.75,10646.75,0.00,1392062.41,1392062.41
2023-07-28,SELL,EQMX,131.70,131.70,10646.75,-10646.75,1402162.73,0.00,1402162.73
2023-07-28,BUY,GOLD,1.48,1.48,945162.54,945162.54,0.00,1402148.63,1402148.63
2023-08-02,SELL,GOLD,1.52,1.52,945162.54,-945162.54,1434269.75,0.00,1434269.75
2023-08-02,BUY,EQMX,135.80,135.80,10561.53,10561.53,0.00,1434255.33,1434255.33
2023-08-04,SELL,EQMX,135.45,135.45,10561.53,-10561.53,1430544.42,0.00,1430544.42
2023-08-04,BUY,GOLD,1.54,1.54,928915.61,928915.61,0.00,1430530.04,1430530.04
2023-08-11,SELL,GOLD,1.58,1.58,928915.61,-928915.61,1465349.65,0.00,1465349.65
2023-08-11,BUY,EQMX,138.40,138.40,10587.68,10587.68,0.00,1465334.93,1465334.93
2023-08-17,SELL,EQMX,134.65,134.65,10587.68,-10587.68,1425616.80,0.00,1425616.80
2023-08-17,BUY,LQDT,1.26,1.26,1131071.46,1131071.46,0.00,1425602.47,1425602.47
2023-08-22,SELL,LQDT,1.26,1.26,1131071.46,-1131071.46,1426266.78,0.00,1426266.78
2023-08-22,BUY,EQMX,138.50,138.50,10297.85,10297.85,0.00,1426252.45,1426252.45
2023-08-30,SELL,EQMX,140.25,140.25,10297.85,-10297.85,1444259.17,0.00,1444259.17
2023-08-30,BUY,GOLD,1.55,1.55,931169.99,931169.99,0.00,1444244.66,1444244.66
2023-08-31,SELL,GOLD,1.54,1.54,931169.99,-931169.99,1436780.86,0.00,1436780.86
2023-08-31,BUY,EQMX,140.85,140.85,10200.68,10200.68,0.00,1436766.42,1436766.42
2023-09-07,SELL,EQMX,138.55,138.55,10200.68,-10200.68,1413290.64,0.00,1413290.64
2023-09-07,BUY,LQDT,1.27,1.27,1115979.50,1115979.50,0.00,1413276.44,1413276.44
2023-09-12,SELL,LQDT,1.27,1.27,1115979.50,-1115979.50,1415494.17,0.00,1415494.17
2023-09-12,BUY,GOLD,1.49,1.49,947443.07,947443.07,0.00,1415479.94,1415479.94
2023-09-13,SELL,GOLD,1.51,1.51,947443.07,-947443.07,1434414.39,0.00,1434414.39
2023-09-13,BUY,LQDT,1.27,1.27,1130606.11,1130606.11,0.00,1434399.97,1434399.97
2023-10-06,SELL,LQDT,1.28,1.28,1130606.11,-1130606.11,1446709.04,0.00,1446709.04
2023-10-06,BUY,EQMX,137.95,137.95,10487.09,10487.09,0.00,1446694.50,1446694.50
2023-10-09,SELL,EQMX,138.65,138.65,10487.09,-10487.09,1454020.85,0.00,1454020.85
2023-10-09,BUY,LQDT,1.28,1.28,1136652.78,1136652.78,0.00,1454006.24,1454006.24
2023-10-10,SELL,LQDT,1.28,1.28,1136652.78,-1136652.78,1455128.27,0.00,1455128.27
2023-10-10,BUY,EQMX,139.55,139.55,10427.18,10427.18,0.00,1455113.64,1455113.64
2023-10-11,SELL,EQMX,137.10,137.10,10427.18,-10427.18,1429552.67,0.00,1429552.67
2023-10-11,BUY,LQDT,1.28,1.28,1116303.54,1116303.54,0.00,1429538.31,1429538.31
2023-10-13,SELL,LQDT,1.28,1.28,1116303.54,-1116303.54,1431421.64,0.00,1431421.64
2023-10-13,BUY,EQMX,139.90,139.90,10231.65,10231.65,0.00,1431407.25,1431407.25
2023-10-20,SELL,EQMX,142.95,142.95,10231.65,-10231.65,1462599.07,0.00,1462599.07
2023-10-20,BUY,GOLD,1.56,1.56,936653.46,936653.46,0.00,1462584.37,1462584.37
2023-10-23,SELL,GOLD,1.55,1.55,936653.46,-936653.46,1447583.37,0.00,1447583.37
2023-10-23,BUY,EQMX,142.80,142.80,10137.04,10137.04,0.00,1447568.82,1447568.82
2023-11-01,SELL,EQMX,140.25,140.25,10137.04,-10137.04,1421705.09,0.00,1421705.09
2023-11-01,BUY,LQDT,1.29,1.29,1102171.33,1102171.33,0.00,1421690.80,1421690.80
2023-11-03,SELL,LQDT,1.29,1.29,1102171.33,-1102171.33,1423660.40,0.00,1423660.40
2023-11-03,BUY,EQMX,140.35,140.35,10143.54,10143.54,0.00,1423646.10,1423646.10
2023-11-07,SELL,EQMX,142.15,142.15,10143.54,-10143.54,1441889.98,0.00,1441889.98
2023-11-07,BUY,OBLG,136.52,136.52,10561.64,10561.64,0.00,1441875.49,1441875.49
2023-11-09,SELL,OBLG,136.88,136.88,10561.64,-10561.64,1445663.15,0.00,1445663.15
2023-11-09,BUY,LQDT,1.29,1.29,1117366.38,1117366.38,0.00,1445648.62,1445648.62
2023-11-13,SELL,LQDT,1.30,1.30,1117366.38,-1117366.38,1447757.07,0.00,1447757.07
2023-11-13,BUY,OBLG,136.98,136.98,10569.01,10569.01,0.00,1447742.52,1447742.52
2023-11-14,SELL,OBLG,136.54,136.54,10569.01,-10569.01,1443077.65,0.00,1443077.65
2023-11-14,BUY,LQDT,1.30,1.30,1113388.74,1113388.74,0.00,1443063.15,1443063.15
2023-11-15,SELL,LQDT,1.30,1.30,1113388.74,-1113388.74,1443716.67,0.00,1443716.67
2023-11-15,BUY,OBLG,136.68,136.68,10562.64,10562.64,0.00,1443702.16,1443702.16
2023-11-16,SELL,OBLG,136.40,136.40,10562.64,-10562.64,1440730.14,0.00,1440730.14
2023-11-16,BUY,LQDT,1.30,1.30,1110634.96,1110634.96,0.00,1440715.67,1440715.67
2023-12-05,SELL,LQDT,1.31,1.31,1110634.96,-1110634.96,1451474.24,0.00,1451474.24
2023-12-05,BUY,GOLD,1.54,1.53,945576.32,945576.32,0.00,1451459.65,1451459.65
2023-12-08,SELL,GOLD,1.51,1.51,945576.32,-945576.32,1431588.16,0.00,1431588.16
2023-12-08,BUY,LQDT,1.31,1.31,1093221.67,1093221.67,0.00,1431573.77,1431573.77
2023-12-22,SELL,LQDT,1.32,1.32,1093221.67,-1093221.67,1439758.47,0.00,1439758.47
2023-12-22,BUY,GOLD,1.54,1.54,934292.02,934292.02,0.00,1439744.00,1439744.00
2023-12-25,SELL,GOLD,1.54,1.54,934292.02,-934292.02,1441598.09,0.00,1441598.09
2023-12-25,BUY,LQDT,1.32,1.32,1094098.06,1094098.06,0.00,1441583.60,1441583.60
2023-12-28,SELL,LQDT,1.32,1.32,1094098.06,-1094098.06,1443429.06,0.00,1443429.06
2023-12-28,BUY,OBLG,138.30,138.30,10436.84,10436.84,0.00,1443414.56,1443414.56
2024-01-04,SELL,OBLG,139.46,139.46,10436.84,-10436.84,1455506.66,0.00,1455506.66
2024-01-04,BUY,EQMX,140.15,140.15,10385.24,10385.24,0.00,1455492.03,1455492.03
2024-01-05,SELL,EQMX,140.30,140.30,10385.24,-10385.24,1457035.18,0.00,1457035.18
2024-01-05,BUY,GOLD,1.53,1.53,954797.20,954797.20,0.00,1457020.53,1457020.53
2024-01-08,SELL,GOLD,1.52,1.52,954797.20,-954797.20,1452231.95,0.00,1452231.95
2024-01-08,BUY,OBLG,139.30,139.30,10425.11,10425.11,0.00,1452217.36,1452217.36
2024-01-10,SELL,OBLG,138.94,138.94,10425.11,-10425.11,1448449.76,0.00,1448449.76
2024-01-10,BUY,LQDT,1.33,1.33,1092416.63,1092416.63,0.00,1448435.20,1448435.20
2024-01-11,SELL,LQDT,1.33,1.33,1092416.63,-1092416.63,1449185.33,0.00,1449185.33
2024-01-11,BUY,EQMX,142.35,142.35,10180.34,10180.34,0.00,1449170.77,1449170.77
2024-02-08,SELL,EQMX,144.35,144.35,10180.34,-10180.34,1469516.67,0.00,1469516.67
2024-02-08,BUY,LQDT,1.34,1.34,1094845.70,1094845.70,0.00,1469501.90,1469501.90
2024-02-12,SELL,LQDT,1.34,1.34,1094845.70,-1094845.70,1471348.35,0.00,1471348.35
2024-02-12,BUY,EQMX,145.15,145.15,10136.64,10136.64,0.00,1471333.57,1471333.57
2024-02-19,SELL,EQMX,144.80,144.80,10136.64,-10136.64,1467770.99,0.00,1467770.99
2024-02-19,BUY,LQDT,1.35,1.35,1088516.94,1088516.94,0.00,1467756.24,1467756.24
2024-02-20,SELL,LQDT,1.35,1.35,1088516.94,-1088516.94,1468503.44,0.00,1468503.44
2024-02-20,BUY,GOLD,1.53,1.53,962312.37,962312.37,0.00,1468488.68,1468488.68
2024-02-21,SELL,GOLD,1.52,1.52,962312.37,-962312.37,1467511.62,0.00,1467511.62
2024-02-21,BUY,LQDT,1.35,1.35,1087276.34,1087276.34,0.00,1467496.87,1467496.87
2024-02-22,SELL,LQDT,1.35,1.35,1087276.34,-1087276.34,1469982.84,0.00,1469982.84
2024-02-22,BUY,GOLD,1.54,1.54,957010.46,957010.46,0.00,1469968.06,1469968.06
2024-02-26,SELL,GOLD,1.53,1.53,957010.46,-957010.46,1461340.28,0.00,1461340.28
2024-02-26,BUY,LQDT,1.35,1.35,1080462.55,1080462.55,0.00,1461325.60,1461325.60
2024-02-27,SELL,LQDT,1.35,1.35,1080462.55,-1080462.55,1461743.09,0.00,1461743.09
2024-02-27,BUY,GOLD,1.53,1.53,953819.51,953819.51,0.00,1461728.40,1461728.40
2024-02-28,SELL,GOLD,1.53,1.53,953819.51,-953819.51,1456944.66,0.00,1456944.66
2024-02-28,BUY,LQDT,1.35,1.35,1076337.19,1076337.19,0.00,1456930.02,1456930.02
2024-02-29,SELL,LQDT,1.35,1.35,1076337.19,-1076337.19,1457668.80,0.00,1457668.80
2024-02-29,BUY,GOLD,1.53,1.53,953338.23,953338.23,0.00,1457654.15,1457654.15
2024-03-04,SELL,GOLD,1.57,1.57,953338.23,-953338.23,1501492.62,0.00,1501492.62
2024-03-04,BUY,LQDT,1.36,1.36,1106876.18,1106876.18,0.00,1501477.53,1501477.53
2024-03-06,SELL,LQDT,1.36,1.36,1106876.18,-1106876.18,1502679.99,0.00,1502679.99
2024-03-06,BUY,GOLD,1.59,1.59,945667.02,945667.02,0.00,1502664.89,1502664.89
2024-04-22,SELL,GOLD,1.77,1.77,945667.02,-945667.02,1675705.12,0.00,1675705.12
2024-04-22,BUY,EQMX,155.20,155.20,10796.96,10796.96,0.00,1675688.28,1675688.28
2024-04-26,SELL,EQMX,154.40,154.40,10796.96,-10796.96,1667033.95,0.00,1667033.95
2024-04-26,BUY,GOLD,1.75,1.75,950951.06,950951.06,0.00,1667017.20,1667017.20
2024-04-27,SELL,GOLD,1.77,1.77,950951.06,-950951.06,1683166.45,0.00,1683166.45
2024-04-27,BUY,LQDT,1.39,1.39,1212905.91,1212905.91,0.00,1683149.54,1683149.54
2024-04-29,SELL,LQDT,1.39,1.39,1212905.91,-1212905.91,1683860.36,0.00,1683860.36
2024-04-29,BUY,EQMX,155.45,155.45,10832.06,10832.06,0.00,1683843.43,1683843.43
2024-05-02,SELL,EQMX,154.35,154.35,10832.06,-10832.06,1671911.37,0.00,1671911.37
2024-05-02,BUY,LQDT,1.39,1.39,1202801.85,1202801.85,0.00,1671894.56,1671894.56
2024-05-06,SELL,LQDT,1.39,1.39,1202801.85,-1202801.85,1674644.18,0.00,1674644.18
2024-05-06,BUY,EQMX,153.30,153.30,10923.86,10923.86,0.00,1674627.35,1674627.35
2024-05-07,SELL,EQMX,154.55,154.55,10923.86,-10923.86,1688265.20,0.00,1688265.20
2024-05-07,BUY,LQDT,1.39,1.39,1212038.36,1212038.36,0.00,1688248.24,1688248.24
2024-05-10,SELL,LQDT,1.40,1.40,1212038.36,-1212038.36,1692109.75,0.00,1692109.75
2024-05-10,BUY,EQMX,155.80,155.80,10860.67,10860.67,0.00,1692092.75,1692092.75
2024-05-21,SELL,EQMX,155.35,155.35,10860.67,-10860.67,1687188.49,0.00,1687188.49
2024-05-21,BUY,LQDT,1.40,1.40,1204262.34,1204262.34,0.00,1687171.53,1687171.53
2024-07-10,SELL,LQDT,1.43,1.43,1204262.34,-1204262.34,1723763.78,0.00,1723763.78
2024-07-10,BUY,GOLD,1.70,1.70,1016060.40,1016060.40,0.00,1723746.46,1723746.46
2024-07-11,SELL,GOLD,1.71,1.71,1016060.40,-1016060.40,1742018.04,0.00,1742018.04
2024-07-11,BUY,LQDT,1.43,1.43,1216310.94,1216310.94,0.00,1742000.53,1742000.53
2024-07-12,SELL,LQDT,1.43,1.43,1216310.94,-1216310.94,1744293.99,0.00,1744293.99
2024-07-12,BUY,GOLD,1.71,1.71,1018555.60,1018555.60,0.00,1744276.46,1744276.46
2024-07-18,SELL,GOLD,1.74,1.74,1018555.60,-1018555.60,1769722.57,0.00,1769722.57
2024-07-18,BUY,LQDT,1.44,1.44,1231870.24,1231870.24,0.00,1769704.78,1769704.78
2024-07-24,SELL,LQDT,1.44,1.44,1231870.24,-1231870.24,1774121.68,0.00,1774121.68
2024-07-24,BUY,OBLG,142.72,142.72,12430.66,12430.66,0.00,1774103.85,1774103.85
2024-07-25,SELL,OBLG,142.64,142.64,12430.66,-12430.66,1773091.58,0.00,1773091.58
2024-07-25,BUY,LQDT,1.44,1.44,1230617.55,1230617.55,0.00,1773073.76,1773073.76
2024-08-05,SELL,LQDT,1.45,1.45,1230617.55,-1230617.55,1781793.24,0.00,1781793.24
2024-08-05,BUY,OBLG,143.32,143.32,12432.15,12432.15,0.00,1781775.33,1781775.33
2024-08-19,SELL,OBLG,144.20,144.20,12432.15,-12432.15,1792697.61,0.00,1792697.61
2024-08-19,BUY,LQDT,1.46,1.46,1229884.46,1229884.46,0.00,1792679.59,1792679.59
2024-08-26,SELL,LQDT,1.46,1.46,1229884.46,-1229884.46,1798318.98,0.00,1798318.98
2024-08-26,BUY,GOLD,1.82,1.82,989981.23,989981.23,0.00,1798300.91,1798300.91
2024-09-02,SELL,GOLD,1.81,1.81,989981.23,-989981.23,1787888.14,0.00,1787888.14
2024-09-02,BUY,LQDT,1.47,1.47,1219057.80,1219057.80,0.00,1787870.17,1787870.17
2024-09-05,SELL,LQDT,1.47,1.47,1219057.80,-1219057.80,1790899.82,0.00,1790899.82
2024-09-05,BUY,GOLD,1.81,1.81,988345.38,988345.38,0.00,1790881.82,1790881.82
2024-09-06,SELL,GOLD,1.82,1.82,988345.38,-988345.38,1800253.01,0.00,1800253.01
2024-09-06,BUY,LQDT,1.47,1.47,1223567.54,1223567.54,0.00,1800234.92,1800234.92
2024-09-09,SELL,LQDT,1.47,1.47,1223567.54,-1223567.54,1801195.67,0.00,1801195.67
2024-09-09,BUY,GOLD,1.83,1.83,985326.90,985326.90,0.00,1801177.57,1801177.57
2024-10-01,SELL,GOLD,2.05,2.05,985326.90,-985326.90,2015465.91,0.00,2015465.91
2024-10-01,BUY,LQDT,1.49,1.49,1354011.19,1354011.19,0.00,2015445.65,2015445.65
2024-10-02,SELL,LQDT,1.49,1.49,1354011.19,-1354011.19,2016644.00,0.00,2016644.00
2024-10-02,BUY,GOLD,2.04,2.04,988541.04,988541.04,0.00,2016623.73,2016623.73
2024-10-28,SELL,GOLD,2.17,2.17,988541.04,-988541.04,2143629.71,0.00,2143629.71
2024-10-28,BUY,LQDT,1.51,1.51,1421113.87,1421113.87,0.00,2143608.17,2143608.17
2024-12-27,SELL,LQDT,1.56,1.56,1421113.87,-1421113.87,2216346.92,0.00,2216346.92
2024-12-27,BUY,OBLG,147.12,147.12,15064.74,15064.74,0.00,2216324.65,2216324.65
2024-12-30,SELL,OBLG,149.24,149.24,15064.74,-15064.74,2248239.30,0.00,2248239.30
2024-12-30,BUY,LQDT,1.56,1.56,1436927.46,1436927.46,0.00,2248216.71,2248216.71
2025-01-10,SELL,LQDT,1.57,1.57,1436927.46,-1436927.46,2260982.64,0.00,2260982.64
2025-01-10,BUY,OBLG,150.04,150.04,15069.05,15069.05,0.00,2260959.92,2260959.92
2025-01-14,SELL,OBLG,150.42,150.42,15069.05,-15069.05,2266663.38,0.00,2266663.38
2025-01-14,BUY,LQDT,1.58,1.57,1439136.89,1439136.89,0.00,2266640.60,2266640.60
2025-01-23,SELL,LQDT,1.58,1.58,1439136.89,-1439136.89,2278418.62,0.00,2278418.62
2025-01-23,BUY,OBLG,151.56,151.56,15032.96,15032.96,0.00,2278395.72,2278395.72
2025-01-24,SELL,OBLG,151.94,151.94,15032.96,-15032.96,2284085.29,0.00,2284085.29
2025-01-24,BUY,LQDT,1.59,1.59,1440412.65,1440412.65,0.00,2284062.34,2284062.34
2025-01-27,SELL,LQDT,1.59,1.59,1440412.65,-1440412.65,2285047.66,0.00,2285047.66
2025-01-27,BUY,OBLG,151.44,151.44,15088.65,15088.65,0.00,2285024.70,2285024.70
2025-02-03,SELL,OBLG,152.74,152.74,15088.65,-15088.65,2304616.78,0.00,2304616.78
2025-02-03,BUY,LQDT,1.59,1.59,1447154.55,1447154.55,0.00,2304593.62,2304593.62
2025-02-05,SELL,LQDT,1.59,1.59,1447154.55,-1447154.55,2307320.02,0.00,2307320.02
2025-02-05,BUY,OBLG,152.42,152.42,15137.76,15137.76,0.00,2307296.83,2307296.83
2025-02-07,SELL,OBLG,152.74,152.74,15137.76,-15137.76,2312117.68,0.00,2312117.68
2025-02-07,BUY,LQDT,1.60,1.60,1447139.29,1447139.29,0.00,2312094.44,2312094.44
2025-02-10,SELL,LQDT,1.60,1.60,1447139.29,-1447139.29,2313228.90,0.00,2313228.90
2025-02-10,BUY,OBLG,153.10,153.10,15109.12,15109.12,0.00,2313205.66,2313205.66
2025-02-12,SELL,OBLG,153.62,153.62,15109.12,-15109.12,2321039.07,0.00,2321039.07
2025-02-12,BUY,LQDT,1.60,1.60,1450181.66,1450181.66,0.00,2321015.74,2321015.74
2025-06-13,SELL,LQDT,1.72,1.72,1450181.66,-1450181.66,2488196.68,0.00,2488196.68
2025-06-13,BUY,OBLG,170.20,170.20,14619.11,14619.11,0.00,2488171.68,2488171.68
2025-07-14,SELL,OBLG,174.90,174.90,14619.11,-14619.11,2556855.77,0.00,2556855.77
2025-07-14,BUY,LQDT,1.74,1.74,1466660.97,1466660.97,0.00,2556830.08,2556830.08
2025-07-15,SELL,LQDT,1.74,1.74,1466660.97,-1466660.97,2557977.70,0.00,2557977.70
2025-07-15,BUY,OBLG,175.54,175.54,14571.90,14571.90,0.00,2557951.99,2557951.99
2025-08-07,SELL,OBLG,180.58,180.58,14571.90,-14571.90,2631367.94,0.00,2631367.94
2025-08-07,BUY,LQDT,1.76,1.76,1491352.02,1491352.02,0.00,2631341.50,2631341.50
2025-08-08,SELL,LQDT,1.77,1.77,1491352.02,-1491352.02,2635043.39,0.00,2635043.39
2025-08-08,BUY,OBLG,180.70,180.70,14582.27,14582.27,0.00,2635016.91,2635016.91
2025-08-11,SELL,OBLG,181.06,181.06,14582.27,-14582.27,2640240.00,0.00,2640240.00
2025-08-11,BUY,LQDT,1.77,1.77,1493671.34,1493671.34,0.00,2640213.46,2640213.46
2025-08-21,SELL,LQDT,1.78,1.78,1493671.34,-1493671.34,2653480.47,0.00,2653480.47
2025-08-21,BUY,OBLG,182.40,182.40,14547.44,14547.44,0.00,2653453.80,2653453.80
2025-09-03,SELL,OBLG,182.80,182.80,14547.44,-14547.44,2659246.05,0.00,2659246.05
