date,action,ticker,execution_price,market_price,quantity,quantity_signed,cash_balance,position_value,total_value
2025-09-03,BUY,GOLD,2.31,2.31,1153174.04,1153174.04,0.00,2659219.33,2659219.33
2025-09-29,SELL,GOLD,2.54,2.54,1153174.04,-1153174.04,2925573.13,0.00,2925573.13
2025-09-29,BUY,LQDT,1.81,1.81,1616947.84,1616947.84,0.00,2925543.73,2925543.73
2025-09-30,SELL,LQDT,1.81,1.81,1616947.84,-1616947.84,2926969.56,0.00,2926969.56
2025-09-30,BUY,GOLD,2.54,2.54,1152792.50,1152792.50,0.00,2926940.15,2926940.15
2025-10-08,SELL,GOLD,2.62,2.62,1152792.50,-1152792.50,3020285.99,0.00,3020285.99
2025-10-08,BUY,LQDT,1.82,1.82,1662404.02,1662404.02,0.00,3020255.63,3020255.63
2025-10-09,SELL,LQDT,1.82,1.82,1662404.02,-1662404.02,3021555.19,0.00,3021555.19
2025-10-09,BUY,GOLD,2.58,2.58,1169773.45,1169773.45,0.00,3021524.82,3021524.82
2025-10-13,SELL,GOLD,2.62,2.62,1169773.45,-1169773.45,3068869.80,0.00,3068869.80
2025-10-13,BUY,LQDT,1.82,1.82,1685156.75,1685156.75,0.00,3068838.96,3068838.96
2025-10-14,SELL,LQDT,1.82,1.82,1685156.75,-1685156.75,3070156.23,0.00,3070156.23
2025-10-14,BUY,GOLD,2.63,2.62,1169571.57,1169571.57,0.00,3070125.38,3070125.38
2025-10-16,SELL,GOLD,2.77,2.77,1169571.57,-1169571.57,3237926.36,0.00,3237926.36
2025-10-16,BUY,LQDT,1.82,1.82,1775550.46,1775550.46,0.00,3237893.82,3237893.82
2025-11-03,SELL,LQDT,1.84,1.84,1775550.46,-1775550.46,3264849.37,0.00,3264849.37
2025-11-03,BUY,OBLG,184.12,184.12,17732.00,17732.00,0.00,3264816.56,3264816.56
2025-11-05,SELL,OBLG,184.10,184.10,17732.00,-17732.00,3264429.11,0.00,3264429.11
2025-11-05,BUY,LQDT,1.84,1.84,1774514.19,1774514.19,0.00,3264396.30,3264396.30
2025-11-14,SELL,LQDT,1.85,1.85,1774514.19,-1774514.19,3279979.06,0.00,3279979.06
2025-11-14,BUY,OBLG,186.24,186.24,17611.39,17611.39,0.00,3279946.10,3279946.10
2025-11-20,SELL,OBLG,186.90,186.90,17611.39,-17611.39,3291536.54,0.00,3291536.54
2025-11-20,BUY,LQDT,1.85,1.85,1777461.64,1777461.64,0.00,3291503.46,3291503.46
2025-11-21,SELL,LQDT,1.85,1.85,1777461.64,-1777461.64,3295913.99,0.00,3295913.99
2025-11-21,BUY,OBLG,187.02,187.02,17623.15,17623.15,0.00,3295880.87,3295880.87
2025-11-24,SELL,OBLG,186.70,186.70,17623.15,-17623.15,3290208.39,0.00,3290208.39
2025-11-24,BUY,LQDT,1.86,1.86,1773583.81,1773583.81,0.00,3290175.33,3290175.33
2025-12-02,SELL,LQDT,1.86,1.86,1773583.81,-1773583.81,3302025.15,0.00,3302025.15
2025-12-02,BUY,OBLG,187.22,187.22,17636.96,17636.96,0.00,3301991.97,3301991.97
2025-12-08,SELL,OBLG,187.44,187.44,17636.96,-17636.96,3305838.88,0.00,3305838.88
2025-12-08,BUY,LQDT,1.87,1.87,1771220.35,1771220.35,0.00,3305805.65,3305805.65
2025-12-09,SELL,LQDT,1.87,1.87,1771220.35,-1771220.35,3307366.51,0.00,3307366.51
2025-12-09,BUY,EQMX,139.20,139.20,23759.58,23759.58,0.00,3307333.27,3307333.27
2025-12-10,SELL,EQMX,139.15,139.15,23759.58,-23759.58,3306112.07,0.00,3306112.07
2025-12-10,BUY,OBLG,188.16,188.16,17570.57,17570.57,0.00,3306078.84,3306078.84
2025-12-11,SELL,OBLG,188.12,188.12,17570.57,-17570.57,3305342.80,0.00,3305342.80
2025-12-11,BUY,EQMX,141.10,141.10,23425.30,23425.30,0.00,3305309.58,3305309.58
2025-12-12,SELL,EQMX,138.70,138.70,23425.30,-23425.30,3249056.21,0.00,3249056.21
2025-12-12,BUY,OBLG,188.62,188.62,17225.23,17225.23,0.00,3249023.56,3249023.56
2025-12-17,SELL,OBLG,189.16,189.16,17225.23,-17225.23,3258292.44,0.00,3258292.44
2025-12-17,BUY,GOLD,2.73,2.73,1191755.56,1191755.56,0.00,3258259.69,3258259.69
2025-12-18,SELL,GOLD,2.74,2.74,1191755.56,-1191755.56,3262398.05,0.00,3262398.05
2025-12-18,BUY,OBLG,189.56,189.56,17210.20,17210.20,0.00,3262365.26,3262365.26
2025-12-19,SELL,OBLG,189.20,189.20,17210.20,-17210.20,3256136.87,0.00,3256136.87
2025-12-19,BUY,GOLD,2.73,2.73,1192930.63,1192930.63,0.00,3256104.14,3256104.14
2025-12-29,SELL,GOLD,2.69,2.69,1192930.63,-1192930.63,3204775.92,0.00,3204775.92
2025-12-29,BUY,OBLG,190.24,190.24,16845.79,16845.79,0.00,3204743.71,3204743.71
2026-01-22,SELL,OBLG,191.62,191.62,16845.79,-16845.79,3227958.46,0.00,3227958.46
2026-01-22,BUY,GOLD,2.97,2.97,1086843.78,1086843.78,0.00,3227926.02,3227926.02
2026-01-27,SELL,GOLD,3.11,3.11,1086843.78,-1086843.78,3383854.10,0.00,3383854.10
2026-01-27,BUY,OBLG,192.44,192.44,17583.77,17583.77,0.00,3383820.09,3383820.09
2026-01-29,SELL,OBLG,192.32,192.32,17583.77,-17583.77,3381676.05,0.00,3381676.05
2026-01-29,BUY,LQDT,1.91,1.91,1771977.61,1771977.61,0.00,3381642.07,3381642.07
2026-02-02,SELL,LQDT,1.91,1.91,1771977.61,-1771977.61,3387278.35,0.00,3387278.35
2026-02-02,BUY,EQMX,144.30,144.30,23473.63,23473.63,0.00,3387244.31,3387244.31
2026-02-03,SELL,EQMX,144.55,144.55,23473.63,-23473.63,3393078.62,0.00,3393078.62
2026-02-03,BUY,LQDT,1.91,1.91,1774233.69,1774233.69,0.00,3393044.52,3393044.52
2026-02-12,SELL,LQDT,1.92,1.92,1774233.69,-1774233.69,3405962.19,0.00,3405962.19
2026-02-12,BUY,OBLG,193.52,193.52,17599.88,17599.88,0.00,3405927.96,3405927.96
2026-02-13,SELL,OBLG,194.04,194.04,17599.88,-17599.88,3415045.58,0.00,3415045.58
2026-02-13,BUY,LQDT,1.92,1.92,1776800.86,1776800.86,0.00,3415011.26,3415011.26
