base_lookback,base_vol_window,market_vol_window,max_vol_threshold,market_vol_threshold,use_rvi_adaptation,rvi_high_threshold,use_trend_filter,trend_window,bare_mode,risk_free_ticker,sharpe,cagr,max_drawdown,final_value
25,15,40,0.15,0.3,True,30,False,60,False,LQDT,3.5626491153335897,0.1659185419491198,-0.07317684870599617,1571450.9788334074
25,15,40,0.15,0.3,True,35,False,60,False,LQDT,3.5626491153335897,0.1659185419491198,-0.07317684870599617,1571450.9788334074
25,15,40,0.15,0.3,True,35,True,60,False,LQDT,3.418075789117363,0.1717376671758939,-0.07317684870599594,1594656.9238048485
25,15,40,0.15,0.3,True,30,True,60,False,LQDT,3.418075789117363,0.1717376671758939,-0.07317684870599594,1594656.9238048485
25,20,40,0.15,0.3,True,35,False,60,False,LQDT,3.299370386961918,0.1588227423341857,-0.08466218658935465,1543456.9791680349
