date,action,ticker,execution_price,market_price,quantity,quantity_signed,cash_balance,position_value,total_value
2025-08-21,BUY,OBLG,182.40,182.40,14507.53,14507.53,0.00,2646173.16,2646173.16
2025-09-03,SELL,OBLG,182.80,182.80,14507.53,-14507.53,2651949.52,0.00,2651949.52
2025-09-03,BUY,GOLD,2.31,2.31,1150009.92,1150009.92,0.00,2651922.87,2651922.87
2025-09-29,SELL,GOLD,2.54,2.54,1150009.92,-1150009.92,2917545.84,0.00,2917545.84
2025-09-29,BUY,LQDT,1.81,1.81,1612511.20,1612511.20,0.00,2917516.52,2917516.52
2025-09-30,SELL,LQDT,1.81,1.81,1612511.20,-1612511.20,2918938.44,0.00,2918938.44
2025-09-30,BUY,GOLD,2.54,2.54,1149629.42,1149629.42,0.00,2918909.11,2918909.11
2025-10-08,SELL,GOLD,2.62,2.62,1149629.42,-1149629.42,3011998.82,0.00,3011998.82
2025-10-08,BUY,LQDT,1.82,1.82,1657842.66,1657842.66,0.00,3011968.55,3011968.55
2025-10-09,SELL,LQDT,1.82,1.82,1657842.66,-1657842.66,3013264.54,0.00,3013264.54
2025-10-09,BUY,GOLD,2.58,2.58,1166563.78,1166563.78,0.00,3013234.26,3013234.26
2025-10-13,SELL,GOLD,2.62,2.62,1166563.78,-1166563.78,3060449.33,0.00,3060449.33
2025-10-13,BUY,LQDT,1.82,1.82,1680532.96,1680532.96,0.00,3060418.57,3060418.57
2025-10-14,SELL,LQDT,1.82,1.82,1680532.96,-1680532.96,3061732.23,0.00,3061732.23
2025-10-14,BUY,GOLD,2.63,2.62,1166362.46,1166362.46,0.00,3061701.46,3061701.46
2025-10-16,SELL,GOLD,2.77,2.77,1166362.46,-1166362.46,3229042.02,0.00,3229042.02
2025-10-16,BUY,LQDT,1.82,1.82,1770678.64,1770678.64,0.00,3229009.57,3229009.57
2025-11-03,SELL,LQDT,1.84,1.84,1770678.64,-1770678.64,3255891.16,0.00,3255891.16
2025-11-03,BUY,OBLG,184.12,184.12,17683.35,17683.35,0.00,3255858.44,3255858.44
2025-11-05,SELL,OBLG,184.10,184.10,17683.35,-17683.35,3255472.06,0.00,3255472.06
2025-11-05,BUY,LQDT,1.84,1.84,1769645.22,1769645.22,0.00,3255439.34,3255439.34
