base_lookback,market_vol_window,base_vol_window,max_vol_threshold,market_vol_threshold,rvi_high_exit_threshold,rvi_low_threshold,rvi_medium_threshold,rvi_low_multiplier,rvi_high_multiplier,use_rvi_adaptation,use_trend_filter,trend_window,trend_filter_on_insufficient_data,bare_mode,risk_free_ticker,debug,final_value,cagr,sharpe,max_drawdown
29,60,8,0.6,0.35,35,15,25,1.2,0.7,True,True,60,allow,False,LQDT,False,2446199.331759133,0.3550087769422674,2.7148180652340406,-0.06790768396717217
29,40,8,0.6,0.35,35,15,25,1.2,0.7,True,True,60,allow,False,LQDT,False,2446199.331759133,0.3550087769422674,2.7148180652340406,-0.06790768396717217
29,80,8,0.6,0.35,35,15,25,1.2,0.7,True,True,60,allow,False,LQDT,False,2446199.331759133,0.3550087769422674,2.7148180652340406,-0.06790768396717217
29,10,7,0.6,0.35,35,15,25,1.2,0.7,True,True,60,allow,False,LQDT,False,2306283.3758517327,0.3281735935810748,2.5478921151520444,-0.07000046753921985
29,21,7,0.6,0.35,35,15,25,1.2,0.7,True,True,60,allow,False,LQDT,False,2306283.3758517327,0.3281735935810748,2.5478921151520444,-0.07000046753921985
29,40,7,0.6,0.35,35,15,25,1.2,0.7,True,True,60,allow,False,LQDT,False,2306283.3758517327,0.3281735935810748,2.5478921151520444,-0.07000046753921985
29,80,7,0.6,0.35,35,15,25,1.2,0.7,True,True,60,allow,False,LQDT,False,2306283.3758517327,0.3281735935810748,2.5478921151520444,-0.07000046753921985
29,60,7,0.6,0.35,35,15,25,1.2,0.7,True,True,60,allow,False,LQDT,False,2306283.3758517327,0.3281735935810748,2.5478921151520444,-0.07000046753921985
29,100,7,0.6,0.35,35,15,25,1.2,0.7,True,True,60,allow,False,LQDT,False,2306283.3758517327,0.3281735935810748,2.5478921151520444,-0.07000046753921985
29,120,7,0.6,0.35,35,15,25,1.2,0.7,True,True,60,allow,False,LQDT,False,2306283.3758517327,0.3281735935810748,2.5478921151520444,-0.07000046753921985
